HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,HomeWinStreak,AwayWinStreak,TGSH,TGSA,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Huddersfield,Bournemouth,4,1,3,7,0,1,0,Win,M Oliver,3.25,3.2,2.25,3.4,3.1,2.3
Newcastle,Man United,1,0,1,8,0,1,0,Win,C Pawson,5.5,3.75,1.61,5.5,3.8,1.65
Southampton,Liverpool,0,2,-2,0,1,0,0,Loss,M Atkinson,4.2,3.79,1.8,4.25,3.8,1.8
Chelsea,West Brom,3,0,3,1,0,0,0,Win,L Mason,1.36,4.75,8.0,1.35,5.0,9.0
Bournemouth,Newcastle,2,2,0,1,0,0,0,Draw,R East,2.1,3.5,3.79,2.1,3.4,3.6
Brighton,Swansea,4,1,3,2,0,0,0,Win,M Dean,2.14,3.25,4.0,2.1,3.1,4.0
Burnley,Southampton,1,1,0,2,0,0,0,Draw,R Madley,2.89,3.1,2.79,2.9,2.95,2.75
Leicester,Stoke,1,1,0,2,0,0,0,Draw,M Oliver,1.72,3.89,5.25,1.72,3.75,5.0
Liverpool,West Ham,4,1,3,3,0,1,0,Win,S Attwell,1.22,7.5,13.0,1.2,7.0,13.5
Watford,Everton,1,0,1,4,0,1,0,Win,A Taylor,2.25,3.39,3.5,2.2,3.2,3.5
West Brom,Huddersfield,1,2,-1,0,1,0,0,Loss,J Moss,1.95,3.29,4.75,1.9,3.3,4.5
Crystal Palace,Tottenham,0,1,-1,0,2,0,0,Loss,K Friend,7.5,4.5,1.5,7.0,4.2,1.5
Man United,Chelsea,2,1,1,1,0,0,0,Win,M Atkinson,2.29,3.25,3.5,2.2,3.25,3.5
Arsenal,Man City,0,3,-3,0,1,0,0,Loss,A Marriner,4.5,4.0,1.72,4.4,3.8,1.78
Burnley,Everton,2,1,1,1,0,0,0,Win,C Kavanagh,2.5,3.1,3.29,2.5,3.0,3.2
Leicester,Bournemouth,1,1,0,1,0,0,0,Draw,L Probert,1.85,3.75,4.5,1.85,3.8,4.0
Liverpool,Newcastle,2,0,2,2,0,0,0,Win,G Scott,1.22,7.0,15.0,1.2,7.0,13.5
Southampton,Stoke,0,0,0,2,0,0,0,Draw,A Taylor,1.75,3.75,5.25,1.72,3.7,5.0
Swansea,West Ham,4,1,3,3,0,1,0,Win,M Atkinson,2.6,3.25,3.0,2.45,3.2,3.0
Tottenham,Huddersfield,2,0,2,4,0,1,0,Win,K Friend,1.19,7.5,17.0,1.2,6.75,14.5
Watford,West Brom,1,0,1,5,0,1,0,Win,P Tierney,2.14,3.29,3.89,2.0,3.3,4.0
Brighton,Arsenal,2,1,1,6,0,1,0,Win,S Attwell,4.2,3.79,1.9,4.1,3.7,1.85
Man City,Chelsea,1,0,1,7,0,1,0,Win,M Oliver,1.61,4.2,6.0,1.6,4.1,5.5
Crystal Palace,Man United,2,3,-1,0,1,0,0,Loss,N Swarbrick,7.0,4.0,1.57,6.5,4.1,1.53
Chelsea,Crystal Palace,2,1,1,1,0,0,0,Win,A Taylor,1.3,5.75,12.0,1.3,5.5,10.5
Everton,Brighton,2,0,2,2,0,0,0,Win,R East,2.2,3.2,3.89,2.2,3.1,3.7
Huddersfield,Swansea,0,0,0,2,0,0,0,Draw,M Oliver,2.54,3.1,3.2,2.5,3.1,3.1
Man United,Liverpool,2,1,1,3,0,1,0,Win,C Pawson,2.75,3.39,2.75,2.65,3.3,2.7
Newcastle,Southampton,3,0,3,4,0,1,0,Win,A Marriner,2.79,3.2,2.79,2.7,3.1,2.8
West Brom,Leicester,1,4,-3,0,1,0,0,Loss,R Madley,3.0,3.25,2.6,2.9,3.2,2.55
West Ham,Burnley,0,3,-3,0,2,0,0,Loss,L Mason,2.29,3.2,3.6,2.2,3.1,3.6
Arsenal,Watford,3,0,3,1,0,0,0,Win,M Atkinson,1.44,5.0,7.5,1.5,4.4,6.25
Bournemouth,Tottenham,1,4,-3,0,1,0,0,Loss,M Dean,6.5,4.5,1.55,6.0,4.4,1.53
Stoke,Man City,0,2,-2,0,2,0,0,Loss,J Moss,15.0,6.5,1.25,13.0,6.5,1.22
Bournemouth,West Brom,2,1,1,1,0,0,0,Win,G Scott,1.83,3.6,5.0,1.85,3.4,4.6
Huddersfield,Crystal Palace,0,2,-2,0,1,0,0,Loss,M Dean,3.0,3.1,2.7,2.8,3.1,2.7
Liverpool,Watford,5,0,5,1,0,0,0,Win,A Taylor,1.19,8.0,15.0,1.18,7.5,14.0
Stoke,Everton,1,2,-1,0,1,0,0,Loss,M Atkinson,2.5,3.29,3.1,2.4,3.2,3.1
Brighton,Leicester,0,2,-2,0,2,0,0,Loss,C Kavanagh,2.7,3.2,2.62,2.7,3.1,2.8
Crystal Palace,Liverpool,1,2,-1,0,3,0,1,Loss,N Swarbrick,7.0,4.33,1.44,6.75,4.33,1.5
Everton,Man City,1,3,-2,0,4,0,1,Loss,P Tierney,9.0,5.0,1.33,8.5,5.0,1.36
Man United,Swansea,2,0,2,1,0,0,0,Win,R Madley,1.25,6.0,10.0,1.22,6.5,13.0
Newcastle,Huddersfield,1,0,1,2,0,0,0,Win,M Atkinson,1.75,3.39,5.0,1.75,3.5,5.25
Watford,Bournemouth,2,2,0,2,0,0,0,Draw,A Marriner,2.29,3.29,3.1,2.3,3.4,3.1
West Brom,Burnley,1,2,-1,0,1,0,0,Loss,L Probert,2.5,3.0,3.1,2.55,3.1,3.0
West Ham,Southampton,3,0,3,1,0,0,0,Win,J Moss,2.7,3.25,2.6,2.85,3.2,2.6
Arsenal,Stoke,3,0,3,2,0,0,0,Win,C Pawson,1.28,5.5,10.0,1.3,5.5,9.75
Chelsea,Tottenham,1,3,-2,0,1,0,0,Loss,A Marriner,2.29,3.29,3.1,2.35,3.25,3.2
Bournemouth,Crystal Palace,2,2,0,0,1,0,0,Draw,J Moss,2.5,3.39,3.0,2.45,3.4,2.9
Brighton,Huddersfield,1,1,0,0,1,0,0,Draw,A Taylor,1.85,3.5,5.0,1.85,3.4,4.75
Everton,Liverpool,0,0,0,0,1,0,0,Draw,M Oliver,4.2,3.75,1.9,4.1,3.6,1.9
Leicester,Newcastle,1,2,-1,0,2,0,0,Loss,S Attwell,1.95,3.6,4.2,1.95,3.4,4.1
Man City,Man United,2,3,-1,0,3,0,1,Loss,M Atkinson,1.89,3.79,4.2,1.85,3.6,4.25
Stoke,Tottenham,1,2,-1,0,4,0,1,Loss,G Scott,11.0,5.5,1.33,9.5,5.25,1.33
Watford,Burnley,1,2,-1,0,5,0,1,Loss,P Tierney,2.39,3.2,3.39,2.25,3.2,3.4
West Brom,Swansea,1,1,0,0,5,0,1,Draw,R East,2.37,3.2,3.39,2.4,3.1,3.2
Arsenal,Southampton,3,2,1,1,0,0,0,Win,A Marriner,1.57,4.5,6.0,1.53,4.4,6.0
Chelsea,West Ham,1,1,0,1,0,0,0,Draw,K Friend,1.28,6.0,12.0,1.28,5.75,11.0
Burnley,Leicester,2,1,1,2,0,0,0,Win,M Atkinson,2.62,3.2,3.0,2.65,3.1,2.85
Crystal Palace,Brighton,3,2,1,3,0,1,0,Win,A Marriner,1.9,3.5,4.75,1.9,3.4,4.33
Huddersfield,Watford,1,0,1,4,0,1,0,Win,C Pawson,2.62,3.25,3.0,2.6,3.1,2.9
Liverpool,Bournemouth,3,0,3,5,0,1,0,Win,C Kavanagh,1.25,7.0,12.0,1.25,6.25,11.5
Southampton,Chelsea,2,3,-1,0,1,0,0,Loss,M Dean,4.5,3.75,1.85,4.5,3.5,1.85
Swansea,Everton,1,1,0,0,1,0,0,Draw,L Mason,2.54,3.25,3.1,2.55,3.1,3.0
Tottenham,Man City,1,3,-2,0,2,0,0,Loss,J Moss,2.62,3.6,2.7,2.6,3.6,2.6
Man United,West Brom,0,1,-1,0,3,0,1,Loss,P Tierney,1.18,8.0,19.0,1.18,6.75,18.5
Newcastle,Arsenal,2,1,1,1,0,0,0,Win,A Taylor,3.29,3.6,2.25,3.1,3.6,2.2
West Ham,Stoke,1,1,0,1,0,0,0,Draw,M Oliver,2.0,3.6,4.0,2.0,3.3,4.0
Brighton,Tottenham,1,1,0,1,0,0,0,Draw,K Friend,6.5,4.33,1.55,6.0,4.2,1.55
Bournemouth,Man United,0,2,-2,0,1,0,0,Loss,G Scott,5.0,3.89,1.75,5.0,3.8,1.7
Burnley,Chelsea,1,2,-1,0,2,0,0,Loss,R Madley,4.0,3.39,1.9,4.1,3.5,1.91
Leicester,Southampton,0,0,0,0,2,0,0,Draw,R East,2.25,3.29,3.2,2.3,3.4,3.1
Watford,Crystal Palace,0,0,0,0,2,0,0,Draw,C Kavanagh,2.89,3.39,2.54,2.95,3.2,2.5
West Brom,Liverpool,2,2,0,0,2,0,0,Draw,S Attwell,7.5,4.5,1.5,6.75,4.25,1.5
Arsenal,West Ham,4,1,3,1,0,0,0,Win,L Mason,1.55,4.59,6.0,1.53,4.5,5.75
Man City,Swansea,5,0,5,2,0,0,0,Win,C Pawson,1.14,9.0,23.0,1.13,8.75,21.0
Stoke,Burnley,1,1,0,2,0,0,0,Draw,M Dean,2.29,3.29,3.5,2.3,3.2,3.3
Everton,Newcastle,1,0,1,3,0,1,0,Win,R Madley,2.29,3.39,3.39,2.25,3.2,3.4
Burnley,Brighton,0,0,0,3,0,1,0,Draw,R East,2.25,3.2,3.7,2.15,3.1,3.8
Crystal Palace,Leicester,5,0,5,4,0,1,0,Win,M Dean,2.04,3.6,3.79,2.05,3.3,3.8
Huddersfield,Everton,0,2,-2,0,1,0,0,Loss,L Probert,2.62,3.1,3.1,2.6,3.0,3.0
Liverpool,Stoke,0,0,0,0,1,0,0,Draw,A Marriner,1.33,5.75,10.0,1.3,5.75,9.5
Newcastle,West Brom,0,1,-1,0,2,0,0,Loss,D Coote,1.85,3.6,4.75,1.8,3.5,4.75
Southampton,Bournemouth,2,1,1,1,0,0,0,Win,A Taylor,1.72,4.0,5.0,1.72,3.75,5.0
Swansea,Chelsea,0,1,-1,0,1,0,0,Loss,J Moss,7.0,4.33,1.53,7.0,4.2,1.5
Man United,Arsenal,2,1,1,1,0,0,0,Win,K Friend,1.44,4.75,8.0,1.44,4.5,7.5
West Ham,Man City,1,4,-3,0,1,0,0,Loss,N Swarbrick,10.0,5.75,1.33,9.25,5.25,1.33
Tottenham,Watford,2,0,2,1,0,0,0,Win,M Oliver,1.16,8.5,21.0,1.16,7.5,17.0
Brighton,Man United,1,0,1,2,0,0,0,Win,C Pawson,4.75,3.6,1.85,4.5,3.5,1.85
Bournemouth,Swansea,1,0,1,3,0,1,0,Win,K Friend,2.1,3.6,3.7,2.05,3.5,3.6
Everton,Southampton,1,1,0,3,0,1,0,Draw,J Moss,2.89,3.29,2.62,2.85,3.2,2.6
Leicester,West Ham,0,2,-2,0,1,0,0,Loss,C Kavanagh,2.25,3.5,3.39,2.2,3.4,3.3
Stoke,Crystal Palace,1,2,-1,0,2,0,0,Loss,M Atkinson,2.7,3.39,2.79,2.6,3.3,2.75
Watford,Newcastle,2,1,1,1,0,0,0,Win,R East,2.37,3.39,3.2,2.35,3.3,3.1
West Brom,Tottenham,1,0,1,2,0,0,0,Win,M Jones,8.0,4.75,1.44,8.25,4.6,1.4
Arsenal,Burnley,5,0,5,3,0,1,0,Win,A Marriner,1.57,4.2,6.5,1.53,4.2,6.25
Chelsea,Liverpool,1,0,1,4,0,1,0,Win,A Taylor,2.25,3.6,3.29,2.15,3.5,3.3
Man City,Huddersfield,0,0,0,4,0,1,0,Draw,M Dean,1.08,13.0,34.0,1.07,12.0,29.0
Swansea,Southampton,0,1,-1,0,1,0,0,Loss,M Oliver,3.1,3.25,2.54,3.0,3.25,2.5
Chelsea,Huddersfield,1,1,0,0,1,0,0,Draw,L Mason,1.16,8.5,19.0,1.18,7.25,15.5
Leicester,Arsenal,3,1,2,1,0,0,0,Win,G Scott,3.75,3.79,2.0,3.6,3.8,1.95
Man City,Brighton,3,1,2,2,0,0,0,Win,P Tierney,1.12,10.0,27.0,1.13,8.75,21.0
Tottenham,Newcastle,1,0,1,3,0,1,0,Win,N Swarbrick,1.18,8.5,17.0,1.18,7.5,14.0
West Ham,Man United,0,0,0,3,0,1,0,Draw,J Moss,4.75,3.79,1.8,4.33,3.75,1.8
Burnley,Bournemouth,1,2,-1,0,1,0,0,Loss,P Tierney,2.14,3.5,3.6,2.15,3.4,3.4
Crystal Palace,West Brom,2,0,2,1,0,0,0,Win,J Moss,1.8,3.79,4.75,1.75,3.7,4.75
Huddersfield,Arsenal,0,1,-1,0,1,0,0,Loss,M Oliver,6.0,4.33,1.6,5.5,4.33,1.57
Liverpool,Brighton,4,0,4,1,0,0,0,Win,K Friend,1.19,8.0,15.0,1.16,8.0,16.5
Man United,Watford,1,0,1,2,0,0,0,Win,L Mason,1.39,5.25,8.5,1.36,5.25,8.0
Newcastle,Chelsea,3,0,3,3,0,1,0,Win,M Atkinson,6.5,4.2,1.6,6.5,4.1,1.53
Southampton,Man City,0,1,-1,0,1,0,0,Loss,A Marriner,9.0,5.0,1.39,7.25,4.75,1.42
Swansea,Stoke,1,2,-1,0,2,0,0,Loss,A Taylor,1.9,3.79,4.2,1.83,3.75,4.25
Tottenham,Leicester,5,4,1,1,0,0,0,Win,C Pawson,1.33,6.0,9.0,1.3,5.75,9.25
West Ham,Everton,3,1,2,2,0,0,0,Win,G Scott,2.45,3.5,3.0,2.4,3.4,2.95
Man United,Leicester,2,1,1,3,0,1,0,Win,A Marriner,1.57,3.9,7.5,1.53,4.0,7.5
Bournemouth,Cardiff,2,0,2,4,0,1,0,Win,K Friend,1.9,3.6,4.5,1.9,3.4,4.4
Fulham,Crystal Palace,0,2,-2,0,1,0,0,Loss,M Dean,2.5,3.4,3.0,2.45,3.3,2.95
Huddersfield,Chelsea,0,3,-3,0,2,0,0,Loss,C Kavanagh,6.5,4.0,1.61,6.25,3.9,1.57
Newcastle,Tottenham,1,2,-1,0,3,0,1,Loss,M Atkinson,3.9,3.5,2.04,3.8,3.5,2.0
Watford,Brighton,2,0,2,1,0,0,0,Win,J Moss,2.37,3.2,3.4,2.35,3.1,3.3
Wolves,Everton,2,2,0,1,0,0,0,Draw,C Pawson,2.37,3.3,3.3,2.35,3.2,3.2
Arsenal,Man City,0,2,-2,0,1,0,0,Loss,M Oliver,4.0,3.8,1.95,3.7,3.75,1.95
Liverpool,West Ham,4,0,4,1,0,0,0,Win,A Taylor,1.25,6.5,14.0,1.2,6.75,14.0
Southampton,Burnley,0,0,0,1,0,0,0,Draw,G Scott,1.85,3.5,5.0,1.8,3.5,4.75
Cardiff,Newcastle,0,0,0,1,0,0,0,Draw,C Pawson,3.25,3.1,2.54,3.1,3.1,2.45
Chelsea,Arsenal,3,2,1,2,0,0,0,Win,M Atkinson,1.8,4.0,4.5,1.78,3.8,4.5
Everton,Southampton,2,1,1,3,0,1,0,Win,L Mason,1.9,3.5,4.75,1.91,3.3,4.5
Leicester,Wolves,2,0,2,4,0,1,0,Win,M Dean,2.04,3.5,3.9,2.0,3.5,3.8
Tottenham,Fulham,3,1,2,5,0,1,0,Win,A Taylor,1.28,6.0,12.0,1.28,6.0,10.0
West Ham,Bournemouth,1,2,-1,0,1,0,0,Loss,S Attwell,2.1,3.6,3.7,2.1,3.3,3.75
Brighton,Man United,3,2,1,1,0,0,0,Win,K Friend,5.5,3.6,1.75,5.5,3.6,1.7
Burnley,Watford,1,3,-2,0,1,0,0,Loss,P Tierney,2.45,3.1,3.4,2.4,3.1,3.2
Man City,Huddersfield,6,1,5,1,0,0,0,Win,A Marriner,1.1,13.0,26.0,1.07,12.0,31.0
Crystal Palace,Liverpool,0,2,-2,0,1,0,0,Loss,M Oliver,7.0,5.0,1.44,6.75,4.75,1.44
Arsenal,West Ham,3,1,2,1,0,0,0,Win,G Scott,1.36,5.5,9.0,1.36,5.25,7.75
Bournemouth,Everton,2,2,0,1,0,0,0,Draw,L Probert,2.62,3.6,2.75,2.6,3.4,2.7
Huddersfield,Cardiff,0,0,0,1,0,0,0,Draw,M Oliver,2.37,3.0,3.7,2.25,3.1,3.5
Liverpool,Brighton,1,0,1,2,0,0,0,Win,C Kavanagh,1.16,8.5,19.0,1.16,7.5,17.5
Southampton,Leicester,1,2,-1,0,1,0,0,Loss,J Moss,2.45,3.2,3.25,2.4,3.2,3.1
Wolves,Man City,1,1,0,0,1,0,0,Draw,M Atkinson,11.0,6.5,1.28,10.0,6.75,1.25
Fulham,Burnley,4,2,2,1,0,0,0,Win,D Coote,2.0,3.4,4.33,2.0,3.3,4.0
Newcastle,Chelsea,1,2,-1,0,1,0,0,Loss,P Tierney,5.75,4.0,1.66,5.25,3.8,1.67
Watford,Crystal Palace,2,1,1,1,0,0,0,Win,A Taylor,2.6,3.25,3.0,2.55,3.1,2.95
Man United,Tottenham,0,3,-3,0,1,0,0,Loss,C Pawson,2.62,3.3,2.9,2.55,3.2,2.9
Brighton,Fulham,2,2,0,0,1,0,0,Draw,L Probert,2.3,3.4,3.4,2.2,3.3,3.4
Chelsea,Bournemouth,2,0,2,1,0,0,0,Win,L Mason,1.3,6.0,11.0,1.28,6.0,9.5
Crystal Palace,Southampton,0,2,-2,0,1,0,0,Loss,M Atkinson,2.0,3.5,4.2,1.95,3.4,4.1
Everton,Huddersfield,1,1,0,0,1,0,0,Draw,S Attwell,1.53,4.2,7.5,1.5,4.0,7.5
Leicester,Liverpool,1,2,-1,0,2,0,0,Loss,P Tierney,7.5,5.0,1.44,6.5,4.75,1.45
Man City,Newcastle,2,1,1,1,0,0,0,Win,K Friend,1.11,11.0,26.0,1.12,9.5,18.5
West Ham,Wolves,0,1,-1,0,1,0,0,Loss,C Kavanagh,2.6,3.4,2.87,2.5,3.3,2.85
Burnley,Man United,0,2,-2,0,2,0,0,Loss,J Moss,6.0,3.75,1.7,6.0,3.6,1.65
Cardiff,Arsenal,2,3,-1,0,3,0,1,Loss,A Taylor,6.5,4.33,1.57,6.0,4.0,1.57
Watford,Tottenham,2,1,1,1,0,0,0,Win,A Marriner,5.5,4.2,1.64,5.5,4.25,1.57
Bournemouth,Leicester,4,2,2,2,0,0,0,Win,C Pawson,2.45,3.5,3.0,2.4,3.4,2.95
Chelsea,Cardiff,4,1,3,3,0,1,0,Win,J Moss,1.18,8.0,19.0,1.19,7.0,15.0
Huddersfield,Crystal Palace,0,1,-1,0,1,0,0,Loss,L Mason,3.3,3.1,2.5,3.1,3.1,2.45
Man City,Fulham,3,0,3,1,0,0,0,Win,S Attwell,1.12,10.0,26.0,1.13,9.0,19.5
Newcastle,Arsenal,1,2,-1,0,1,0,0,Loss,L Probert,4.2,3.8,1.9,4.0,3.6,1.91
Tottenham,Liverpool,1,2,-1,0,2,0,0,Loss,M Oliver,3.0,3.6,2.4,2.95,3.6,2.3
Watford,Man United,1,2,-1,0,3,0,1,Loss,M Dean,4.33,3.6,1.95,4.2,3.6,1.87
Everton,West Ham,1,3,-2,0,4,0,1,Loss,M Atkinson,2.0,3.75,3.9,2.0,3.6,3.7
Wolves,Burnley,1,0,1,1,0,0,0,Win,A Marriner,1.75,3.6,5.75,1.7,3.6,5.5
Southampton,Brighton,2,2,0,1,0,0,0,Draw,A Taylor,2.1,3.4,3.9,2.1,3.3,3.75
Brighton,Tottenham,1,2,-1,0,1,0,0,Loss,C Kavanagh,5.0,4.0,1.75,4.75,3.7,1.75
Burnley,Bournemouth,4,0,4,1,0,0,0,Win,A Taylor,3.0,3.4,2.5,2.8,3.25,2.6
Cardiff,Man City,0,5,-5,0,1,0,0,Loss,M Oliver,23.0,8.0,1.16,17.5,8.0,1.15
Crystal Palace,Newcastle,0,0,0,0,1,0,0,Draw,A Marriner,2.14,3.4,3.75,2.15,3.3,3.6
Fulham,Watford,1,1,0,0,1,0,0,Draw,M Atkinson,2.54,3.5,2.9,2.35,3.4,3.0
Leicester,Huddersfield,3,1,2,1,0,0,0,Win,D Coote,1.61,4.0,6.5,1.57,3.9,6.25
Liverpool,Southampton,3,0,3,2,0,0,0,Win,P Tierney,1.2,7.5,17.0,1.2,6.75,14.0
Man United,Wolves,1,1,0,2,0,0,0,Draw,K Friend,1.57,4.33,6.5,1.55,4.1,6.25
Arsenal,Everton,2,0,2,3,0,1,0,Win,J Moss,1.44,5.0,7.5,1.48,4.6,6.5
West Ham,Chelsea,0,0,0,3,0,1,0,Draw,M Dean,6.0,4.5,1.57,5.75,4.25,1.55
Arsenal,Watford,2,0,2,4,0,1,0,Win,A Taylor,1.44,5.1,7.0,1.45,4.75,6.5
Chelsea,Liverpool,1,1,0,4,0,1,0,Draw,A Marriner,2.8,3.6,2.54,2.85,3.5,2.4
Everton,Fulham,3,0,3,5,0,1,0,Win,R East,1.75,4.2,4.75,1.75,4.0,4.33
Huddersfield,Tottenham,0,2,-2,0,1,0,0,Loss,C Pawson,8.5,4.5,1.44,7.5,4.5,1.44
Man City,Brighton,2,0,2,1,0,0,0,Win,L Mason,1.1,12.0,34.0,1.08,11.0,29.0
Newcastle,Leicester,0,2,-2,0,1,0,0,Loss,S Hooper,2.6,3.3,3.0,2.55,3.25,2.85
West Ham,Man United,3,1,2,1,0,0,0,Win,M Oliver,4.5,3.8,1.85,4.1,3.75,1.85
Wolves,Southampton,2,0,2,2,0,0,0,Win,S Attwell,1.8,3.6,5.25,1.8,3.5,4.75
Cardiff,Burnley,1,2,-1,0,1,0,0,Loss,M Atkinson,2.62,3.0,3.2,2.55,3.0,3.1
Bournemouth,Crystal Palace,2,1,1,1,0,0,0,Win,M Dean,2.25,3.5,3.4,2.25,3.4,3.2
Brighton,West Ham,1,0,1,2,0,0,0,Win,K Friend,2.7,3.3,2.87,2.6,3.25,2.8
Burnley,Huddersfield,1,1,0,2,0,0,0,Draw,C Kavanagh,2.14,3.1,4.2,2.05,3.1,4.1
Crystal Palace,Wolves,0,1,-1,0,1,0,0,Loss,M Oliver,3.0,3.2,2.62,2.8,3.2,2.65
Leicester,Everton,1,2,-1,0,2,0,0,Loss,A Marriner,2.2,3.4,3.6,2.2,3.4,3.3
Man United,Newcastle,3,2,1,1,0,0,0,Win,A Taylor,1.44,4.5,9.0,1.44,4.5,7.5
Tottenham,Cardiff,1,0,1,2,0,0,0,Win,M Dean,1.22,7.0,15.0,1.22,6.5,12.5
Watford,Bournemouth,0,4,-4,0,1,0,0,Loss,J Moss,2.14,3.6,3.5,2.1,3.6,3.4
Fulham,Arsenal,1,5,-4,0,2,0,0,Loss,P Tierney,5.25,4.33,1.66,5.0,4.33,1.62
Liverpool,Man City,0,0,0,0,2,0,0,Draw,M Atkinson,2.54,3.6,2.8,2.5,3.6,2.7
Southampton,Chelsea,0,3,-3,0,3,0,1,Loss,C Pawson,6.0,4.1,1.61,6.0,3.9,1.6
Bournemouth,Southampton,0,0,0,0,3,0,1,Draw,L Probert,2.04,3.7,3.75,2.0,3.5,3.75
Cardiff,Fulham,4,2,2,1,0,0,0,Win,K Friend,2.5,3.5,2.95,2.45,3.4,2.9
Chelsea,Man United,2,2,0,1,0,0,0,Draw,M Dean,1.75,3.8,5.25,1.72,3.7,5.0
Huddersfield,Liverpool,0,1,-1,0,1,0,0,Loss,M Oliver,11.0,5.5,1.33,11.0,5.25,1.3
Man City,Burnley,5,0,5,1,0,0,0,Win,J Moss,1.08,13.0,34.0,1.07,12.5,26.0
Newcastle,Brighton,0,1,-1,0,1,0,0,Loss,A Marriner,2.2,3.25,3.8,2.2,3.2,3.5
West Ham,Tottenham,0,1,-1,0,2,0,0,Loss,M Atkinson,4.1,3.9,1.9,4.2,3.7,1.85
Wolves,Watford,0,2,-2,0,3,0,1,Loss,L Mason,1.75,3.75,5.25,1.72,3.6,5.25
Everton,Crystal Palace,2,0,2,1,0,0,0,Win,A Taylor,1.85,3.6,4.75,1.85,3.5,4.5
Arsenal,Leicester,3,1,2,2,0,0,0,Win,C Kavanagh,1.53,4.5,6.5,1.5,4.33,6.5
Brighton,Wolves,1,0,1,3,0,1,0,Win,A Taylor,3.2,3.2,2.5,3.1,3.1,2.45
Fulham,Bournemouth,0,3,-3,0,1,0,0,Loss,A Marriner,2.9,3.75,2.4,2.7,3.75,2.4
Leicester,West Ham,1,1,0,0,1,0,0,Draw,M Oliver,2.1,3.5,3.8,2.1,3.4,3.6
Liverpool,Cardiff,4,1,3,1,0,0,0,Win,S Attwell,1.11,11.0,26.0,1.1,10.0,23.0
Southampton,Newcastle,0,0,0,1,0,0,0,Draw,C Kavanagh,2.1,3.4,3.9,2.1,3.25,3.75
Watford,Huddersfield,3,0,3,2,0,0,0,Win,M Dean,1.75,3.75,5.25,1.72,3.7,5.0
Burnley,Chelsea,0,4,-4,0,1,0,0,Loss,C Pawson,11.0,5.0,1.36,11.0,4.75,1.33
Crystal Palace,Arsenal,2,2,0,0,1,0,0,Draw,M Atkinson,4.75,4.1,1.75,4.33,3.9,1.78
Man United,Everton,2,1,1,1,0,0,0,Win,J Moss,1.72,3.9,5.25,1.67,3.8,5.25
Tottenham,Man City,0,1,-1,0,1,0,0,Loss,K Friend,4.75,4.1,1.75,4.33,4.1,1.75
Arsenal,Liverpool,1,1,0,0,1,0,0,Draw,A Marriner,3.9,3.9,1.95,3.5,3.75,2.0
Bournemouth,Man United,1,2,-1,0,2,0,0,Loss,P Tierney,3.6,3.7,2.1,3.6,3.5,2.05
Cardiff,Leicester,0,1,-1,0,3,0,1,Loss,L Probert,3.8,3.4,2.14,3.6,3.3,2.15
Everton,Brighton,3,1,2,1,0,0,0,Win,D Coote,1.61,4.0,6.5,1.57,3.9,6.25
Newcastle,Watford,1,0,1,2,0,0,0,Win,C Pawson,2.75,3.25,2.8,2.65,3.2,2.75
West Ham,Burnley,4,2,2,3,0,1,0,Win,R East,1.75,3.75,5.25,1.75,3.6,5.0
Wolves,Tottenham,2,3,-1,0,1,0,0,Loss,M Dean,3.1,3.4,2.45,3.0,3.3,2.4
Chelsea,Crystal Palace,3,1,2,1,0,0,0,Win,M Oliver,1.25,6.75,13.0,1.26,6.0,11.5
Man City,Southampton,6,1,5,2,0,0,0,Win,L Mason,1.11,11.0,29.0,1.11,9.75,21.0
Huddersfield,Fulham,1,0,1,3,0,1,0,Win,A Taylor,2.3,3.5,3.3,2.25,3.3,3.3
Cardiff,Brighton,2,1,1,4,0,1,0,Win,M Atkinson,2.6,3.1,3.1,2.5,3.1,3.1
Crystal Palace,Tottenham,0,1,-1,0,1,0,0,Loss,J Moss,4.5,3.75,1.85,4.5,3.7,1.8
Huddersfield,West Ham,1,1,0,0,1,0,0,Draw,C Kavanagh,3.4,3.25,2.35,3.4,3.2,2.25
Leicester,Burnley,0,0,0,0,1,0,0,Draw,M Dean,1.5,4.33,8.0,1.48,4.33,7.0
Newcastle,Bournemouth,2,1,1,1,0,0,0,Win,L Probert,2.9,3.4,2.6,2.75,3.3,2.6
Southampton,Watford,1,1,0,1,0,0,0,Draw,S Hooper,2.5,3.3,3.1,2.4,3.3,3.0
Arsenal,Wolves,1,1,0,1,0,0,0,Draw,S Attwell,1.66,4.2,5.25,1.6,4.1,5.5
Chelsea,Everton,0,0,0,1,0,0,0,Draw,K Friend,1.4,5.25,8.5,1.4,4.75,8.0
Liverpool,Fulham,2,0,2,2,0,0,0,Win,P Tierney,1.11,11.0,26.0,1.11,9.5,23.0
Man City,Man United,3,1,2,3,0,1,0,Win,A Taylor,1.4,5.25,8.5,1.4,5.0,7.5
Brighton,Leicester,1,1,0,3,0,1,0,Draw,C Kavanagh,2.9,3.4,2.6,2.85,3.2,2.6
Everton,Cardiff,1,0,1,4,0,1,0,Win,P Tierney,1.4,5.0,9.0,1.4,4.75,7.75
Fulham,Southampton,3,2,1,5,0,1,0,Win,M Oliver,2.62,3.5,2.8,2.55,3.4,2.75
