Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Bournemouth,0,2,2,0,0,0,Draw,A Marriner,4.75,3.8,1.72,4.75,3.9,1.72
Everton,1,4,0,4,1,0,Win,K Friend,1.8,3.9,4.2,1.83,3.6,4.4
Aston Villa,0,1,2,1,2,0,Win,P Tierney,6.0,4.5,1.5,5.75,4.1,1.57
Man City,1,2,1,1,3,1,Win,S Attwell,4.0,4.0,1.8,4.1,4.0,1.8
West Ham,0,3,2,-1,0,0,Loss,M Atkinson,5.5,4.33,1.57,5.25,4.2,1.62
Watford,1,3,0,3,1,0,Win,K Friend,1.4,4.75,8.0,1.42,4.5,8.0
Crystal Palace,0,2,3,1,2,0,Win,D Coote,8.5,4.5,1.4,8.0,4.5,1.42
Sheffield United,0,3,0,-3,0,0,Loss,A Marriner,6.0,3.8,1.6,6.0,3.75,1.62
Norwich,1,1,0,1,1,0,Win,J Moss,1.12,9.5,17.0,1.13,8.75,18.5
Liverpool,0,5,3,-2,0,0,Loss,A Marriner,2.0,3.75,3.5,1.95,3.8,3.6
Wolves,1,2,0,2,1,0,Win,S Attwell,1.85,3.8,4.0,1.8,3.8,4.25
West Ham,1,2,1,1,1,0,Win,A Taylor,1.65,4.0,6.0,1.6,3.75,5.5
Watford,0,1,2,1,2,0,Win,J Moss,5.5,3.8,1.73,5.5,3.7,1.67
Burnley,1,3,0,3,3,1,Win,M Clattenburg,1.25,5.5,15.0,1.25,6.0,12.0
Swansea,0,2,2,0,0,0,Draw,A Marriner,5.75,4.0,1.67,5.75,4.0,1.65
Liverpool,1,1,2,-1,0,0,Loss,M Atkinson,2.25,3.5,3.4,2.25,3.5,3.3
Arsenal,0,3,0,-3,0,0,Loss,M Oliver,2.4,3.5,3.1,2.4,3.4,3.1
Hull,0,0,2,2,1,0,Win,A Taylor,7.5,4.5,1.5,7.0,4.5,1.45
Leicester,1,3,0,3,2,0,Win,A Marriner,1.57,4.5,6.0,1.57,4.33,6.25
Man United,1,4,0,4,3,1,Win,M Atkinson,2.15,3.4,3.8,2.25,3.3,3.6
Southampton,0,0,2,2,4,1,Win,M Jones,3.2,3.4,2.4,3.1,3.4,2.4
Everton,1,5,0,5,5,1,Win,R Madley,1.53,4.33,7.0,1.53,4.2,6.25
