HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,HomeWinStreak,AwayWinStreak,TGSH,TGSA,Results
Watford,Middlesbrough,0,0,0,1,0,0,0,Draw
West Ham,Crystal Palace,3,0,3,2,0,0,0,Win
Everton,Man City,4,0,4,3,0,1,0,Win
Man United,Liverpool,1,1,0,3,0,1,0,Draw
Bournemouth,Watford,2,2,0,3,0,1,0,Draw
Crystal Palace,Everton,0,1,-1,0,1,0,0,Loss
Liverpool,Swansea,2,3,-1,0,2,0,0,Loss
Man City,Tottenham,2,2,0,0,2,0,0,Draw
Middlesbrough,West Ham,1,3,-2,0,3,0,1,Loss
Stoke,Man United,1,1,0,0,3,0,1,Draw
West Brom,Sunderland,2,0,2,1,0,0,0,Win
Arsenal,Burnley,2,1,1,2,0,0,0,Win
Chelsea,Hull,2,0,2,3,0,1,0,Win
Southampton,Leicester,3,0,3,4,0,1,0,Win
Arsenal,Watford,1,2,-1,0,1,0,0,Loss
Bournemouth,Crystal Palace,0,2,-2,0,2,0,0,Loss
Burnley,Leicester,1,0,1,1,0,0,0,Win
Liverpool,Chelsea,1,1,0,1,0,0,0,Draw
Middlesbrough,West Brom,1,1,0,1,0,0,0,Draw
Sunderland,Tottenham,0,0,0,1,0,0,0,Draw
Swansea,Southampton,2,1,1,2,0,0,0,Win
Man United,Hull,0,0,0,2,0,0,0,Draw
Stoke,Everton,1,1,0,2,0,0,0,Draw
West Ham,Man City,0,4,-4,0,1,0,0,Loss
Chelsea,Arsenal,3,1,2,1,0,0,0,Win
Crystal Palace,Sunderland,0,4,-4,0,1,0,0,Loss
Everton,Bournemouth,6,3,3,1,0,0,0,Win
Hull,Liverpool,2,0,2,2,0,0,0,Win
Southampton,West Ham,1,3,-2,0,1,0,0,Loss
Tottenham,Middlesbrough,1,0,1,1,0,0,0,Win
Watford,Burnley,2,1,1,2,0,0,0,Win
West Brom,Stoke,1,0,1,3,0,1,0,Win
Leicester,Man United,0,3,-3,0,1,0,0,Loss
Man City,Swansea,2,1,1,1,0,0,0,Win
Arsenal,Hull,2,0,2,2,0,0,0,Win
Liverpool,Tottenham,2,0,2,3,0,1,0,Win
Man United,Watford,2,0,2,4,0,1,0,Win
Middlesbrough,Everton,0,0,0,4,0,1,0,Draw
Stoke,Crystal Palace,1,0,1,5,0,1,0,Win
Sunderland,Southampton,0,4,-4,0,1,0,0,Loss
West Ham,West Brom,2,2,0,0,1,0,0,Draw
Burnley,Chelsea,1,1,0,0,1,0,0,Draw
Swansea,Leicester,2,0,2,1,0,0,0,Win
Bournemouth,Man City,0,2,-2,0,1,0,0,Loss
Chelsea,Swansea,3,1,2,1,0,0,0,Win
Crystal Palace,Middlesbrough,1,0,1,2,0,0,0,Win
Everton,Sunderland,2,0,2,3,0,1,0,Win
Hull,Burnley,1,1,0,3,0,1,0,Draw
Watford,West Ham,1,1,0,3,0,1,0,Draw
West Brom,Bournemouth,2,1,1,4,0,1,0,Win
Tottenham,Stoke,4,0,4,5,0,1,0,Win
Leicester,Liverpool,3,1,2,6,0,1,0,Win
Leicester,Hull,3,1,2,7,0,1,0,Win
Liverpool,Arsenal,3,1,2,8,0,1,0,Win
Man United,Bournemouth,1,1,0,8,0,1,0,Draw
Stoke,Middlesbrough,2,0,2,9,0,1,0,Win
Swansea,Burnley,3,2,1,10,0,1,0,Win
Watford,Southampton,3,4,-1,0,1,0,0,Loss
West Brom,Crystal Palace,0,2,-2,0,2,0,0,Loss
Sunderland,Man City,0,2,-2,0,3,0,1,Loss
Tottenham,Everton,3,2,1,1,0,0,0,Win
West Ham,Chelsea,1,2,-1,0,1,0,0,Loss
Man City,Stoke,0,0,0,0,1,0,0,Draw
Bournemouth,West Ham,3,2,1,1,0,0,0,Win
Everton,West Brom,3,0,3,2,0,0,0,Win
Hull,Swansea,2,1,1,3,0,1,0,Win
Liverpool,Burnley,2,1,1,4,0,1,0,Win
Bournemouth,Swansea,2,0,2,5,0,1,0,Win
Crystal Palace,Watford,1,0,1,6,0,1,0,Win
Everton,Hull,4,0,4,7,0,1,0,Win
Stoke,Chelsea,1,2,-1,0,1,0,0,Loss
Sunderland,Burnley,0,0,0,0,1,0,0,Draw
West Brom,Arsenal,3,1,2,1,0,0,0,Win
West Ham,Leicester,2,3,-1,0,1,0,0,Loss
Man City,Liverpool,1,1,0,0,1,0,0,Draw
Middlesbrough,Man United,1,3,-2,0,2,0,0,Loss
Tottenham,Southampton,2,1,1,1,0,0,0,Win
Burnley,Tottenham,0,2,-2,0,1,0,0,Loss
Chelsea,Crystal Palace,1,2,-1,0,2,0,0,Loss
Hull,West Ham,2,1,1,1,0,0,0,Win
Leicester,Stoke,2,0,2,2,0,0,0,Win
Liverpool,Everton,3,1,2,3,0,1,0,Win
Man United,West Brom,0,0,0,3,0,1,0,Draw
Southampton,Bournemouth,0,0,0,3,0,1,0,Draw
Watford,Sunderland,1,0,1,4,0,1,0,Win
Arsenal,Man City,2,2,0,4,0,1,0,Draw
Swansea,Middlesbrough,0,0,0,4,0,1,0,Draw
Burnley,Stoke,1,0,1,5,0,1,0,Win
Leicester,Sunderland,2,0,2,6,0,1,0,Win
Man United,Everton,1,1,0,6,0,1,0,Draw
Watford,West Brom,2,0,2,7,0,1,0,Win
Arsenal,West Ham,3,0,3,8,0,1,0,Win
Chelsea,Man City,2,1,1,9,0,1,0,Win
Hull,Middlesbrough,4,2,2,10,0,1,0,Win
Liverpool,Bournemouth,2,2,0,10,0,1,0,Draw
Southampton,Crystal Palace,3,1,2,11,0,1,0,Win
Swansea,Tottenham,1,3,-2,0,1,0,0,Loss
Bournemouth,Chelsea,1,3,-2,0,2,0,0,Loss
Man City,Hull,3,1,2,1,0,0,0,Win
Middlesbrough,Burnley,0,0,0,1,0,0,0,Draw
Stoke,Liverpool,1,2,-1,0,1,0,0,Loss
Tottenham,Watford,4,0,4,1,0,0,0,Win
West Brom,Southampton,0,1,-1,0,1,0,0,Loss
West Ham,Swansea,1,0,1,1,0,0,0,Win
Everton,Leicester,4,2,2,2,0,0,0,Win
Sunderland,Man United,0,3,-3,0,1,0,0,Loss
Crystal Palace,Arsenal,3,0,3,1,0,0,0,Win
Crystal Palace,Leicester,2,2,0,1,0,0,0,Draw
Everton,Burnley,3,1,2,2,0,0,0,Win
Southampton,Man City,0,3,-3,0,1,0,0,Loss
Stoke,Hull,3,1,2,1,0,0,0,Win
Sunderland,West Ham,2,2,0,1,0,0,0,Draw
Tottenham,Bournemouth,4,0,4,2,0,0,0,Win
Watford,Swansea,1,0,1,3,0,1,0,Win
Man United,Chelsea,2,0,2,4,0,1,0,Win
West Brom,Liverpool,0,1,-1,0,1,0,0,Loss
Middlesbrough,Arsenal,1,2,-1,0,2,0,0,Loss
Bournemouth,Middlesbrough,4,0,4,1,0,0,0,Win
Hull,Watford,2,0,2,2,0,0,0,Win
Swansea,Stoke,2,0,2,3,0,1,0,Win
West Ham,Everton,0,0,0,3,0,1,0,Draw
Burnley,Man United,0,2,-2,0,1,0,0,Loss
Liverpool,Crystal Palace,1,2,-1,0,2,0,0,Loss
Chelsea,Southampton,4,2,2,1,0,0,0,Win
Arsenal,Leicester,1,0,1,2,0,0,0,Win
Crystal Palace,Tottenham,0,1,-1,0,1,0,0,Loss
Middlesbrough,Sunderland,1,0,1,1,0,0,0,Win
Man City,Man United,0,0,0,1,0,0,0,Draw
Crystal Palace,Burnley,0,2,-2,0,1,0,0,Loss
Southampton,Hull,0,0,0,0,1,0,0,Draw
Stoke,West Ham,0,0,0,0,1,0,0,Draw
Sunderland,Bournemouth,0,1,-1,0,2,0,0,Loss
West Brom,Leicester,0,1,-1,0,3,0,1,Loss
Everton,Chelsea,0,3,-3,0,4,0,1,Loss
Man United,Swansea,1,1,0,0,4,0,1,Draw
Middlesbrough,Man City,2,2,0,0,4,0,1,Draw
Tottenham,Arsenal,2,0,2,1,0,0,0,Win
Watford,Liverpool,0,1,-1,0,1,0,0,Loss
West Ham,Tottenham,1,0,1,1,0,0,0,Win
Bournemouth,Stoke,2,2,0,1,0,0,0,Draw
Burnley,West Brom,2,2,0,1,0,0,0,Draw
Hull,Sunderland,0,2,-2,0,1,0,0,Loss
Leicester,Watford,3,0,3,1,0,0,0,Win
Man City,Crystal Palace,5,0,5,2,0,0,0,Win
Swansea,Everton,1,0,1,3,0,1,0,Win
Arsenal,Man United,2,0,2,4,0,1,0,Win
Liverpool,Southampton,0,0,0,4,0,1,0,Draw
Chelsea,Middlesbrough,3,0,3,5,0,1,0,Win
Southampton,Arsenal,0,2,-2,0,1,0,0,Loss
Everton,Watford,1,0,1,1,0,0,0,Win
West Brom,Chelsea,0,1,-1,0,1,0,0,Loss
Bournemouth,Burnley,2,1,1,1,0,0,0,Win
Man City,Leicester,2,1,1,2,0,0,0,Win
Middlesbrough,Southampton,1,2,-1,0,1,0,0,Loss
Stoke,Arsenal,1,4,-3,0,2,0,0,Loss
Sunderland,Swansea,0,2,-2,0,3,0,1,Loss
Crystal Palace,Hull,4,0,4,1,0,0,0,Win
Tottenham,Man United,2,1,1,2,0,0,0,Win
West Ham,Liverpool,0,4,-4,0,1,0,0,Loss
Chelsea,Watford,4,3,1,1,0,0,0,Win
Arsenal,Sunderland,2,0,2,2,0,0,0,Win
Man City,West Brom,3,1,2,3,0,1,0,Win
Southampton,Man United,0,0,0,3,0,1,0,Draw
Leicester,Tottenham,1,6,-5,0,1,0,0,Loss
Arsenal,Everton,3,1,2,1,0,0,0,Win
Burnley,West Ham,1,2,-1,0,1,0,0,Loss
Chelsea,Sunderland,5,1,4,1,0,0,0,Win
Hull,Tottenham,1,7,-6,0,1,0,0,Loss
Leicester,Bournemouth,1,1,0,0,1,0,0,Draw
Liverpool,Middlesbrough,3,0,3,1,0,0,0,Win
Man United,Crystal Palace,2,0,2,2,0,0,0,Win
Southampton,Stoke,0,1,-1,0,1,0,0,Loss
Swansea,West Brom,2,1,1,1,0,0,0,Win
Watford,Man City,0,5,-5,0,1,0,0,Loss
Arsenal,Leicester,4,3,1,1,0,0,0,Win
Brighton,Man City,0,2,-2,0,1,0,0,Loss
Chelsea,Burnley,2,3,-1,0,2,0,0,Loss
Crystal Palace,Huddersfield,0,3,-3,0,3,0,1,Loss
Everton,Stoke,1,0,1,1,0,0,0,Win
Southampton,Swansea,0,0,0,1,0,0,0,Draw
Watford,Liverpool,3,3,0,1,0,0,0,Draw
West Brom,Bournemouth,1,0,1,2,0,0,0,Win
Man United,West Ham,4,0,4,3,0,1,0,Win
Newcastle,Tottenham,0,2,-2,0,1,0,0,Loss
Bournemouth,Watford,0,2,-2,0,2,0,0,Loss
Burnley,West Brom,0,1,-1,0,3,0,1,Loss
Leicester,Brighton,2,0,2,1,0,0,0,Win
Liverpool,Crystal Palace,1,0,1,2,0,0,0,Win
Southampton,West Ham,3,2,1,3,0,1,0,Win
Stoke,Arsenal,1,0,1,4,0,1,0,Win
Swansea,Man United,0,4,-4,0,1,0,0,Loss
Huddersfield,Newcastle,1,0,1,1,0,0,0,Win
Tottenham,Chelsea,1,2,-1,0,1,0,0,Loss
Man City,Everton,1,1,0,0,1,0,0,Draw
Bournemouth,Man City,1,2,-1,0,2,0,0,Loss
Crystal Palace,Swansea,0,2,-2,0,3,0,1,Loss
Huddersfield,Southampton,0,0,0,0,3,0,1,Draw
Man United,Leicester,2,0,2,1,0,0,0,Win
Newcastle,West Ham,3,0,3,2,0,0,0,Win
Watford,Brighton,0,0,0,2,0,0,0,Draw
Chelsea,Everton,2,0,2,3,0,1,0,Win
Liverpool,Arsenal,4,0,4,4,0,1,0,Win
Tottenham,Burnley,1,1,0,4,0,1,0,Draw
West Brom,Stoke,1,1,0,4,0,1,0,Draw
Arsenal,Bournemouth,3,0,3,5,0,1,0,Win
Brighton,West Brom,3,1,2,6,0,1,0,Win
Everton,Tottenham,0,3,-3,0,1,0,0,Loss
Leicester,Chelsea,1,2,-1,0,2,0,0,Loss
Man City,Liverpool,5,0,5,1,0,0,0,Win
Southampton,Watford,0,2,-2,0,1,0,0,Loss
Stoke,Man United,2,2,0,0,1,0,0,Draw
Burnley,Crystal Palace,1,0,1,1,0,0,0,Win
Swansea,Newcastle,0,1,-1,0,1,0,0,Loss
West Ham,Huddersfield,2,0,2,1,0,0,0,Win
Bournemouth,Brighton,2,1,1,2,0,0,0,Win
Crystal Palace,Southampton,0,1,-1,0,1,0,0,Loss
Huddersfield,Leicester,1,1,0,0,1,0,0,Draw
Liverpool,Burnley,1,1,0,0,1,0,0,Draw
Newcastle,Stoke,2,1,1,1,0,0,0,Win
Tottenham,Swansea,0,0,0,1,0,0,0,Draw
Watford,Man City,0,6,-6,0,1,0,0,Loss
West Brom,West Ham,0,0,0,0,1,0,0,Draw
Chelsea,Arsenal,0,0,0,0,1,0,0,Draw
Man United,Everton,4,0,4,1,0,0,0,Win
Burnley,Huddersfield,0,0,0,1,0,0,0,Draw
Everton,Bournemouth,2,1,1,2,0,0,0,Win
Leicester,Liverpool,2,3,-1,0,1,0,0,Loss
Man City,Crystal Palace,5,0,5,1,0,0,0,Win
Southampton,Man United,0,1,-1,0,1,0,0,Loss
Stoke,Chelsea,0,4,-4,0,2,0,0,Loss
Swansea,Watford,1,2,-1,0,3,0,1,Loss
West Ham,Tottenham,2,3,-1,0,4,0,1,Loss
Brighton,Newcastle,1,0,1,1,0,0,0,Win
Arsenal,West Brom,2,0,2,2,0,0,0,Win
Bournemouth,Leicester,0,0,0,2,0,0,0,Draw
Chelsea,Man City,0,1,-1,0,1,0,0,Loss
Huddersfield,Tottenham,0,4,-4,0,2,0,0,Loss
Man United,Crystal Palace,4,0,4,1,0,0,0,Win
Stoke,Southampton,2,1,1,2,0,0,0,Win
West Brom,Watford,2,2,0,2,0,0,0,Draw
West Ham,Swansea,1,0,1,3,0,1,0,Win
Arsenal,Brighton,2,0,2,4,0,1,0,Win
Everton,Burnley,0,1,-1,0,1,0,0,Loss
Newcastle,Liverpool,1,1,0,0,1,0,0,Draw
Burnley,West Ham,1,1,0,0,1,0,0,Draw
Crystal Palace,Chelsea,2,1,1,1,0,0,0,Win
Liverpool,Man United,0,0,0,1,0,0,0,Draw
Man City,Stoke,7,2,5,2,0,0,0,Win
Swansea,Huddersfield,2,0,2,3,0,1,0,Win
Tottenham,Bournemouth,1,0,1,4,0,1,0,Win
Watford,Arsenal,2,1,1,5,0,1,0,Win
Brighton,Everton,1,1,0,5,0,1,0,Draw
Southampton,Newcastle,2,2,0,5,0,1,0,Draw
Leicester,West Brom,1,1,0,5,0,1,0,Draw
West Ham,Brighton,0,3,-3,0,1,0,0,Loss
Chelsea,Watford,4,2,2,1,0,0,0,Win
Huddersfield,Man United,2,1,1,2,0,0,0,Win
Man City,Burnley,3,0,3,3,0,1,0,Win
Newcastle,Crystal Palace,1,0,1,4,0,1,0,Win
Southampton,West Brom,1,0,1,5,0,1,0,Win
Stoke,Bournemouth,1,2,-1,0,1,0,0,Loss
Swansea,Leicester,1,2,-1,0,2,0,0,Loss
Everton,Arsenal,2,5,-3,0,3,0,1,Loss
Tottenham,Liverpool,4,1,3,1,0,0,0,Win
Arsenal,Swansea,2,1,1,2,0,0,0,Win
Bournemouth,Chelsea,0,1,-1,0,1,0,0,Loss
Crystal Palace,West Ham,2,2,0,0,1,0,0,Draw
Liverpool,Huddersfield,3,0,3,1,0,0,0,Win
Man United,Tottenham,1,0,1,2,0,0,0,Win
Watford,Stoke,0,1,-1,0,1,0,0,Loss
West Brom,Man City,2,3,-1,0,2,0,0,Loss
Brighton,Southampton,1,1,0,0,2,0,0,Draw
Leicester,Everton,2,0,2,1,0,0,0,Win
Burnley,Newcastle,1,0,1,2,0,0,0,Win
Huddersfield,West Brom,1,0,1,3,0,1,0,Win
Newcastle,Bournemouth,0,1,-1,0,1,0,0,Loss
Southampton,Burnley,0,1,-1,0,2,0,0,Loss
Stoke,Leicester,2,2,0,0,2,0,0,Draw
Swansea,Brighton,0,1,-1,0,3,0,1,Loss
West Ham,Liverpool,1,4,-3,0,4,0,1,Loss
Chelsea,Man United,1,0,1,1,0,0,0,Win
Everton,Watford,3,2,1,2,0,0,0,Win
Man City,Arsenal,3,1,2,3,0,1,0,Win
Tottenham,Crystal Palace,1,0,1,4,0,1,0,Win
Arsenal,Tottenham,2,0,2,5,0,1,0,Win
Bournemouth,Huddersfield,4,0,4,6,0,1,0,Win
Burnley,Swansea,2,0,2,7,0,1,0,Win
Crystal Palace,Everton,2,2,0,7,0,1,0,Draw
Leicester,Man City,0,2,-2,0,1,0,0,Loss
Liverpool,Southampton,3,0,3,1,0,0,0,Win
Man United,Newcastle,4,1,3,2,0,0,0,Win
West Brom,Chelsea,0,4,-4,0,1,0,0,Loss
Watford,West Ham,2,0,2,1,0,0,0,Win
Brighton,Stoke,2,2,0,1,0,0,0,Draw
West Ham,Leicester,1,1,0,1,0,0,0,Draw
Crystal Palace,Stoke,2,1,1,2,0,0,0,Win
Liverpool,Chelsea,1,1,0,2,0,0,0,Draw
Man United,Brighton,1,0,1,3,0,1,0,Win
Newcastle,Watford,0,3,-3,0,1,0,0,Loss
Swansea,Bournemouth,0,0,0,0,1,0,0,Draw
Tottenham,West Brom,1,1,0,0,1,0,0,Draw
Burnley,Arsenal,0,1,-1,0,2,0,0,Loss
Huddersfield,Man City,1,2,-1,0,3,0,1,Loss
Southampton,Everton,4,1,3,1,0,0,0,Win
Brighton,Crystal Palace,0,0,0,1,0,0,0,Draw
Leicester,Tottenham,2,1,1,2,0,0,0,Win
Watford,Man United,2,4,-2,0,1,0,0,Loss
West Brom,Newcastle,2,2,0,0,1,0,0,Draw
Arsenal,Huddersfield,5,0,5,1,0,0,0,Win
Bournemouth,Burnley,1,2,-1,0,1,0,0,Loss
Chelsea,Swansea,1,0,1,1,0,0,0,Win
Everton,West Ham,4,0,4,2,0,0,0,Win
Man City,Southampton,2,1,1,3,0,1,0,Win
Stoke,Liverpool,0,3,-3,0,1,0,0,Loss
Arsenal,Man United,1,3,-2,0,2,0,0,Loss
Brighton,Liverpool,1,5,-4,0,3,0,1,Loss
Chelsea,Newcastle,3,1,2,1,0,0,0,Win
Everton,Huddersfield,2,0,2,2,0,0,0,Win
Leicester,Burnley,1,0,1,3,0,1,0,Win
Stoke,Swansea,2,1,1,4,0,1,0,Win
Watford,Tottenham,1,1,0,4,0,1,0,Draw
West Brom,Crystal Palace,0,0,0,4,0,1,0,Draw
Bournemouth,Southampton,1,1,0,4,0,1,0,Draw
Man City,West Ham,2,1,1,5,0,1,0,Win
Burnley,Watford,1,0,1,6,0,1,0,Win
Crystal Palace,Bournemouth,2,2,0,6,0,1,0,Draw
Huddersfield,Brighton,2,0,2,7,0,1,0,Win
Newcastle,Leicester,2,3,-1,0,1,0,0,Loss
Swansea,West Brom,1,0,1,1,0,0,0,Win
Tottenham,Stoke,5,1,4,2,0,0,0,Win
West Ham,Chelsea,1,0,1,3,0,1,0,Win
Liverpool,Everton,1,1,0,3,0,1,0,Draw
Man United,Man City,1,2,-1,0,1,0,0,Loss
Southampton,Arsenal,1,1,0,0,1,0,0,Draw
Burnley,Stoke,1,0,1,1,0,0,0,Win
Crystal Palace,Watford,2,1,1,2,0,0,0,Win
Huddersfield,Chelsea,1,3,-2,0,1,0,0,Loss
Liverpool,West Brom,0,0,0,0,1,0,0,Draw
Man United,Bournemouth,1,0,1,1,0,0,0,Win
Newcastle,Everton,0,1,-1,0,1,0,0,Loss
Southampton,Leicester,1,4,-3,0,2,0,0,Loss
Swansea,Man City,0,4,-4,0,3,0,1,Loss
Tottenham,Brighton,2,0,2,1,0,0,0,Win
West Ham,Arsenal,0,0,0,1,0,0,0,Draw
Arsenal,Newcastle,1,0,1,2,0,0,0,Win
Brighton,Burnley,0,0,0,2,0,0,0,Draw
Chelsea,Southampton,1,0,1,3,0,1,0,Win
Leicester,Crystal Palace,0,3,-3,0,1,0,0,Loss
Man City,Tottenham,4,1,3,1,0,0,0,Win
Stoke,West Ham,0,3,-3,0,1,0,0,Loss
Watford,Huddersfield,1,4,-3,0,2,0,0,Loss
Bournemouth,Liverpool,0,4,-4,0,3,0,1,Loss
West Brom,Man United,1,2,-1,0,4,0,1,Loss
Everton,Swansea,3,1,2,1,0,0,0,Win
Arsenal,Liverpool,3,3,0,1,0,0,0,Draw
Brighton,Watford,1,0,1,2,0,0,0,Win
Burnley,Tottenham,0,3,-3,0,1,0,0,Loss
Everton,Chelsea,0,0,0,0,1,0,0,Draw
Leicester,Man United,2,2,0,0,1,0,0,Draw
Man City,Bournemouth,4,0,4,1,0,0,0,Win
Southampton,Huddersfield,1,1,0,1,0,0,0,Draw
Stoke,West Brom,3,1,2,2,0,0,0,Win
Swansea,Crystal Palace,1,1,0,2,0,0,0,Draw
West Ham,Newcastle,2,3,-1,0,1,0,0,Loss
Bournemouth,West Ham,3,3,0,0,1,0,0,Draw
Chelsea,Brighton,2,0,2,1,0,0,0,Win
Huddersfield,Stoke,1,1,0,1,0,0,0,Draw
Liverpool,Swansea,5,0,5,2,0,0,0,Win
Man United,Burnley,2,2,0,2,0,0,0,Draw
Tottenham,Southampton,5,2,3,3,0,1,0,Win
Watford,Leicester,2,1,1,4,0,1,0,Win
West Brom,Everton,0,0,0,4,0,1,0,Draw
Newcastle,Man City,0,1,-1,0,1,0,0,Loss
Crystal Palace,Arsenal,2,3,-1,0,2,0,0,Loss
Bournemouth,Everton,2,1,1,1,0,0,0,Win
Chelsea,Stoke,5,0,5,2,0,0,0,Win
Huddersfield,Burnley,0,0,0,2,0,0,0,Draw
Liverpool,Leicester,2,1,1,3,0,1,0,Win
Man United,Southampton,0,0,0,3,0,1,0,Draw
Newcastle,Brighton,0,0,0,3,0,1,0,Draw
Watford,Swansea,1,2,-1,0,1,0,0,Loss
Crystal Palace,Man City,0,0,0,0,1,0,0,Draw
West Brom,Arsenal,1,1,0,0,1,0,0,Draw
Brighton,Bournemouth,2,2,0,0,1,0,0,Draw
Burnley,Liverpool,1,2,-1,0,2,0,0,Loss
Everton,Man United,0,2,-2,0,3,0,1,Loss
Leicester,Huddersfield,3,0,3,1,0,0,0,Win
Stoke,Newcastle,0,1,-1,0,1,0,0,Loss
Man City,Watford,3,1,2,1,0,0,0,Win
Southampton,Crystal Palace,1,2,-1,0,1,0,0,Loss
Swansea,Tottenham,0,2,-2,0,2,0,0,Loss
West Ham,West Brom,2,1,1,1,0,0,0,Win
Arsenal,Chelsea,2,2,0,1,0,0,0,Draw
Tottenham,West Ham,1,1,0,1,0,0,0,Draw
Chelsea,Leicester,0,0,0,1,0,0,0,Draw
Crystal Palace,Burnley,1,0,1,2,0,0,0,Win
Huddersfield,West Ham,1,4,-3,0,1,0,0,Loss
Newcastle,Swansea,1,1,0,0,1,0,0,Draw
Tottenham,Everton,4,0,4,1,0,0,0,Win
Watford,Southampton,2,2,0,1,0,0,0,Draw
West Brom,Brighton,2,0,2,2,0,0,0,Win
Bournemouth,Arsenal,2,1,1,3,0,1,0,Win
Liverpool,Man City,4,3,1,4,0,1,0,Win
Man United,Stoke,3,0,3,5,0,1,0,Win
Arsenal,Crystal Palace,4,1,3,6,0,1,0,Win
Brighton,Chelsea,0,4,-4,0,1,0,0,Loss
Burnley,Man United,0,1,-1,0,2,0,0,Loss
Everton,West Brom,1,1,0,0,2,0,0,Draw
Leicester,Watford,2,0,2,1,0,0,0,Win
Man City,Newcastle,3,1,2,2,0,0,0,Win
Stoke,Huddersfield,2,0,2,3,0,1,0,Win
West Ham,Bournemouth,1,1,0,3,0,1,0,Draw
Southampton,Tottenham,1,1,0,3,0,1,0,Draw
Swansea,Liverpool,1,0,1,4,0,1,0,Win
Huddersfield,Liverpool,0,3,-3,0,1,0,0,Loss
Swansea,Arsenal,3,1,2,1,0,0,0,Win
West Ham,Crystal Palace,1,1,0,1,0,0,0,Draw
Chelsea,Bournemouth,0,3,-3,0,1,0,0,Loss
Everton,Leicester,2,1,1,1,0,0,0,Win
Man City,West Brom,3,0,3,2,0,0,0,Win
Newcastle,Burnley,1,1,0,2,0,0,0,Draw
Southampton,Brighton,1,1,0,2,0,0,0,Draw
Stoke,Watford,0,0,0,2,0,0,0,Draw
Tottenham,Man United,2,0,2,3,0,1,0,Win
Arsenal,Everton,5,1,4,4,0,1,0,Win
Bournemouth,Stoke,2,1,1,5,0,1,0,Win
Brighton,West Ham,3,1,2,6,0,1,0,Win
Burnley,Man City,1,1,0,6,0,1,0,Draw
Leicester,Swansea,1,1,0,6,0,1,0,Draw
Man United,Huddersfield,2,0,2,7,0,1,0,Win
West Brom,Southampton,2,3,-1,0,1,0,0,Loss
Crystal Palace,Newcastle,1,1,0,0,1,0,0,Draw
Liverpool,Tottenham,2,2,0,0,1,0,0,Draw
Watford,Chelsea,4,1,3,1,0,0,0,Win
Everton,Crystal Palace,3,1,2,2,0,0,0,Win
Man City,Leicester,5,1,4,3,0,1,0,Win
Stoke,Brighton,1,1,0,3,0,1,0,Draw
Swansea,Burnley,1,0,1,4,0,1,0,Win
Tottenham,Arsenal,1,0,1,5,0,1,0,Win
West Ham,Watford,2,0,2,6,0,1,0,Win
Huddersfield,Bournemouth,4,1,3,7,0,1,0,Win
Newcastle,Man United,1,0,1,8,0,1,0,Win
Southampton,Liverpool,0,2,-2,0,1,0,0,Loss
Chelsea,West Brom,3,0,3,1,0,0,0,Win
Bournemouth,Newcastle,2,2,0,1,0,0,0,Draw
Brighton,Swansea,4,1,3,2,0,0,0,Win
Burnley,Southampton,1,1,0,2,0,0,0,Draw
Leicester,Stoke,1,1,0,2,0,0,0,Draw
Liverpool,West Ham,4,1,3,3,0,1,0,Win
Watford,Everton,1,0,1,4,0,1,0,Win
West Brom,Huddersfield,1,2,-1,0,1,0,0,Loss
Crystal Palace,Tottenham,0,1,-1,0,2,0,0,Loss
Man United,Chelsea,2,1,1,1,0,0,0,Win
Arsenal,Man City,0,3,-3,0,1,0,0,Loss
Burnley,Everton,2,1,1,1,0,0,0,Win
Leicester,Bournemouth,1,1,0,1,0,0,0,Draw
Liverpool,Newcastle,2,0,2,2,0,0,0,Win
Southampton,Stoke,0,0,0,2,0,0,0,Draw
Swansea,West Ham,4,1,3,3,0,1,0,Win
Tottenham,Huddersfield,2,0,2,4,0,1,0,Win
Watford,West Brom,1,0,1,5,0,1,0,Win
Brighton,Arsenal,2,1,1,6,0,1,0,Win
Man City,Chelsea,1,0,1,7,0,1,0,Win
Crystal Palace,Man United,2,3,-1,0,1,0,0,Loss
Chelsea,Crystal Palace,2,1,1,1,0,0,0,Win
Everton,Brighton,2,0,2,2,0,0,0,Win
Huddersfield,Swansea,0,0,0,2,0,0,0,Draw
Man United,Liverpool,2,1,1,3,0,1,0,Win
Newcastle,Southampton,3,0,3,4,0,1,0,Win
West Brom,Leicester,1,4,-3,0,1,0,0,Loss
West Ham,Burnley,0,3,-3,0,2,0,0,Loss
Arsenal,Watford,3,0,3,1,0,0,0,Win
Bournemouth,Tottenham,1,4,-3,0,1,0,0,Loss
Stoke,Man City,0,2,-2,0,2,0,0,Loss
Bournemouth,West Brom,2,1,1,1,0,0,0,Win
Huddersfield,Crystal Palace,0,2,-2,0,1,0,0,Loss
Liverpool,Watford,5,0,5,1,0,0,0,Win
Stoke,Everton,1,2,-1,0,1,0,0,Loss
Brighton,Leicester,0,2,-2,0,2,0,0,Loss
Crystal Palace,Liverpool,1,2,-1,0,3,0,1,Loss
Everton,Man City,1,3,-2,0,4,0,1,Loss
Man United,Swansea,2,0,2,1,0,0,0,Win
Newcastle,Huddersfield,1,0,1,2,0,0,0,Win
Watford,Bournemouth,2,2,0,2,0,0,0,Draw
West Brom,Burnley,1,2,-1,0,1,0,0,Loss
West Ham,Southampton,3,0,3,1,0,0,0,Win
Arsenal,Stoke,3,0,3,2,0,0,0,Win
